2025-03-02 13:13:33.7603 | Info | Starting application... | 
2025-03-02 23:23:47.9087 | Info | Request starting HTTP/2 GET https://localhost:7155/Swagger/swagger-ui-bundle.js - - | 
2025-03-02 23:23:47.9087 | Info | Request starting HTTP/2 GET https://localhost:7155/Swagger/index.js - - | 
2025-03-02 23:23:47.9087 | Info | Request starting HTTP/2 GET https://localhost:7155/Swagger/swagger-ui-standalone-preset.js - - | 
2025-03-02 23:23:47.9087 | Info | Request starting HTTP/2 GET https://localhost:7155/_framework/aspnetcore-browser-refresh.js - - | 
2025-03-02 23:23:47.9132 | Info | Request finished HTTP/2 GET https://localhost:7155/Swagger/index.js - - - 200 - application/javascript;charset=utf-8 3.0432ms | 
2025-03-02 23:23:47.9132 | Info | Request starting HTTP/2 GET https://localhost:7155/_vs/browserLink - - | 
2025-03-02 23:23:47.9132 | Info | Request finished HTTP/2 GET https://localhost:7155/_framework/aspnetcore-browser-refresh.js - - - 200 12348 application/javascript;+charset=utf-8 7.5978ms | 
2025-03-02 23:23:47.9315 | Info | Sending file. Request path: '/swagger-ui.css'. Physical path: 'N/A' | 
2025-03-02 23:23:47.9315 | Info | Request finished HTTP/2 GET https://localhost:7155/Swagger/swagger-ui.css - - - 200 154948 text/css 59.9205ms | 
2025-03-02 23:23:47.9315 | Info | Sending file. Request path: '/swagger-ui-standalone-preset.js'. Physical path: 'N/A' | 
2025-03-02 23:23:47.9315 | Info | Sending file. Request path: '/index.css'. Physical path: 'N/A' | 
2025-03-02 23:23:47.9798 | Info | Request finished HTTP/2 GET https://localhost:7155/Swagger/index.css - - - 200 202 text/css 71.0812ms | 
2025-03-02 23:23:47.9798 | Info | Request finished HTTP/2 GET https://localhost:7155/Swagger/swagger-ui-standalone-preset.js - - - 200 229223 application/javascript 70.0408ms | 
2025-03-02 23:23:48.0273 | Info | Sending file. Request path: '/swagger-ui-bundle.js'. Physical path: 'N/A' | 
2025-03-02 23:23:48.0370 | Info | Request finished HTTP/2 GET https://localhost:7155/Swagger/swagger-ui-bundle.js - - - 200 1466324 application/javascript 126.9463ms | 
2025-03-02 23:23:48.1143 | Info | Request finished HTTP/2 GET https://localhost:7155/_vs/browserLink - - - 200 - text/javascript;+charset=UTF-8 199.5939ms | 
2025-03-02 23:23:48.3039 | Info | Request starting HTTP/2 GET https://localhost:7155/Swagger/v1/swagger.json - - | 
2025-03-02 23:23:48.3039 | Info | Request starting HTTP/2 GET https://localhost:7155/Swagger/favicon-32x32.png - - | 
2025-03-02 23:23:48.3039 | Info | Sending file. Request path: '/favicon-32x32.png'. Physical path: 'N/A' | 
2025-03-02 23:23:48.3039 | Info | Request finished HTTP/2 GET https://localhost:7155/Swagger/v1/swagger.json - - - 200 - application/json;charset=utf-8 6.3718ms | 
2025-03-02 23:23:48.3039 | Info | Request finished HTTP/2 GET https://localhost:7155/Swagger/favicon-32x32.png - - - 200 628 image/png 7.4700ms | 
2025-03-02 23:23:59.9463 | Info | Request starting HTTP/2 GET https://localhost:7155/HelloApp - - | 
2025-03-02 23:23:59.9463 | Info | Executing endpoint 'HelloApp.Controllers.HelloAppController.Get (HelloApp)' | 
2025-03-02 23:23:59.9658 | Info | Route matched with {action = "Get", controller = "HelloApp"}. Executing controller action with signature Microsoft.AspNetCore.Mvc.IActionResult Get() on controller HelloApp.Controllers.HelloAppController (HelloApp). | 
2025-03-02 23:23:59.9658 | Info | Processing GET request in HelloAppController. | 
2025-03-02 23:23:59.9741 | Info | Executing OkObjectResult, writing value of type 'System.String'. | 
2025-03-02 23:23:59.9741 | Info | Executed action HelloApp.Controllers.HelloAppController.Get (HelloApp) in 9.1862ms | 
2025-03-02 23:23:59.9741 | Info | Executed endpoint 'HelloApp.Controllers.HelloAppController.Get (HelloApp)' | 
2025-03-02 23:23:59.9741 | Info | Request finished HTTP/2 GET https://localhost:7155/HelloApp - - - 200 - text/plain;+charset=utf-8 32.3072ms | 
2025-03-02 23:24:18.0413 | Info | Request starting HTTP/2 POST https://localhost:7155/HelloApp application/json 52 | 
2025-03-02 23:24:18.0413 | Info | Executing endpoint 'HelloApp.Controllers.HelloAppController.LoginUser (HelloApp)' | 
2025-03-02 23:24:18.0597 | Info | Route matched with {action = "LoginUser", controller = "HelloApp"}. Executing controller action with signature Microsoft.AspNetCore.Mvc.IActionResult LoginUser(ModelLayer.DTO.LoginDTO) on controller HelloApp.Controllers.HelloAppController (HelloApp). | 
2025-03-02 23:24:18.0817 | Info | Login attempt for user: stewfcsg | 
2025-03-02 23:24:18.0817 | Warn | Login failed for user: stewfcsg | 
2025-03-02 23:24:18.0817 | Warn | Login failed for user: root | 
2025-03-02 23:24:18.0835 | Info | Executing NotFoundObjectResult, writing value of type 'ModelLayer.DTO.ResponseModel`1[[System.String, System.Private.CoreLib, Version=6.0.0.0, Culture=neutral, PublicKeyToken=7cec85d7bea7798e]]'. | 
2025-03-02 23:24:18.0835 | Info | Executed action HelloApp.Controllers.HelloAppController.LoginUser (HelloApp) in 24.919ms | 
2025-03-02 23:24:18.0835 | Info | Executed endpoint 'HelloApp.Controllers.HelloAppController.LoginUser (HelloApp)' | 
2025-03-02 23:24:18.0835 | Info | Request finished HTTP/2 POST https://localhost:7155/HelloApp application/json 52 - 404 - application/json;+charset=utf-8 44.2857ms | 
